2,1.00,Город,m,0.01
7,1.00,Город,m,0.01

8800,0.00,Бесплатно,m

89,1.65,Россия моб,m

8,0.99,Россия гор,m

8495,0.49,Столицы,m
8499,0.49,Столицы,m
8812,0.49,Столицы,m
